# "Long-form" encoding of the complete PAD data
#
# date   : 2013-11-26 10:07:24
# source : /sources/original_corrected.csv
#
# Each word in the data is put on a separate line, and is given an unique ID in the first column.
# These IDs are also used in the alignment files.
# The column CONCEPT lists the meaning-designation as used in the original data.
# Because this is dialect data, almost all words with the same meaning are also cognate, but not all!
# Also, some cognate words were distinguished in the original data (e.g. "Äpfeln" and "Äpfelchen").
# There were also a few erroneous classifications (e.g. between "recht" and "lauter").
# Some words have been divided into separate cognate sets (e.g. various non-cognate words for "Dienstag").
# The column COUNTERPART lists the actual form as originally transcribed.
# The column CONCEPTID lists the numbers as used in the original data
# The column DOCULECT lists the short name of the village. See /data/doculects.csv for more info on each village.
# The column TOKENS lists a tokenization of the original transcription into phonetic units (according to the transcription!).
# The column COGID lists a separate ID for all words that are actually cognate. These IDs are summarized in the file /data/cognatesets.csv
#
ID	CONCEPT	COUNTERPART	CONCEPTID	DOCULECT	TOKENS	COGID
13381	fliegen	flɛ→ɪn̩‿	90	Ballhausen	f l ɛ→ɪ n̩	1053
13382	fliegen	fliːɡ.ŋ̩‿	90	Linz	f l iː ɡ ŋ̩	1053
13383	fliegen	flɪ͡ən	90	Tann(Rhön)	f l ɪ͡ə n	1053
13384	fliegen	fleɪ̜n	90	Breddin	f l e ɪ̜ n	1053
13385	fliegen	flɐ→ɪ̜çt‿	90	Ohrdorf	f l ɐ→ɪ̜ ç t	1053
13386	fliegen	flyɪ→ə	90	Aachen	f l y ɪ→ə	1053
13387	fliegen	flɪɡ.ŋ̩	90	Gersdorf	f l ɪ ɡ ŋ̩	1053
13388	fliegen	fl̰ɛ→ɪɣ̟ət‿	90	Engter	f l̰ ɛ→ɪ ɣ̟ ə t	1053
13389	fliegen	flɪ→əxə	90	Billingsbach	f l ɪ→ə x ə	1053
13390	fliegen	ɸlɐ̟ʾ→ɪ̠ɡ̰.n̩‿	90	Herzfeld	ɸ l ɐ̟ʾ→ɪ̠ ɡ̰ n̩	1053
13391	fliegen	flɪ→əɣəʾt‿	90	Obermaisel	f l ɪ→ə ɣ əʾ t	1053
13392	fliegen	f̫ɭɐ→ɪɡ.n̩	90	KirchKogel	f̫ ɭ ɐ→ɪ ɡ n̩	1053
13393	fliegen	fle͡ɪŋ	90	Schauenstein	f l e͡ɪ ŋ	1053
13394	fliegen	fla̠→ɪŋ̩	90	GrossMohrdorf	f l a̠→ɪ ŋ̩	1053
13395	fliegen	flɛ→ɪç̰t‿	90	Dreeke	f l ɛ→ɪ ç̰ t	1053
13396	fliegen	fla→ɪ͡jə̟‿	90	Huddestorf	f l a→ɪ͡j ə̟	1053
13397	fliegen	flɪ̜ɡ.ŋ̩.	90	Höchstädt(Don)	f l ɪ̜ ɡ ŋ̩	1053
13398	fliegen	flɪ̣jə	90	Dexbach	f l ɪ̣ j ə	1053
13399	fliegen	fɬɪ͡əʀ̥ə	90	Altentrüdin	f ɬ ɪ͡ə ʀ̥ ə	1053
13400	fliegen	flɐ→ɪət‿	90	Brockhausen	f l ɐ→ɪ ə t	1053
13401	fliegen	fleẹn	90	Reetz	f l e ẹ n	1053
13402	fliegen	flɪ̣ʃː͡s	90	Borstendorf	f l ɪ̣ ʃː͡s	1053
13403	fliegen	fliːɡ.ŋ̩	90	Lippen	f l iː ɡ ŋ̩	1053
13404	fliegen	flijə̣n	90	Mörshausen	f l i j ə̣ n	1053
13405	fliegen	vlɪ→əɣ̠ət‿	90	Schömberg	v l ɪ→ə ɣ̠ ə t	1053
13406	fliegen	flɪɣ̰ɦə	90	Zellingen	f l ɪ ɣ̰ ɦ ə	1053
13407	fliegen	fle̜̠→ə̰n	90	Weyhers	f l e̜̠→ə̰ n	1053
13408	fliegen	flʌ→ɪn‿	90	Wehrsdorf	f l ʌ→ɪ n	1053
13409	fliegen	fli̜ːɣəŋ	90	Orferode	f l i̜ː ɣ ə ŋ	1053
13410	fliegen	flɛ̣̰ŋ̰	90	Oberau	f l ɛ̣̰ ŋ̰	1053
13411	fliegen	vlɛ̣̰ŋ̰	90	Oberau	v l ɛ̣̰ ŋ̰	1053
13412	fliegen	flẹn̩	90	Nürnberg	f l ẹ n̩	1053
13413	fliegen	flẹŋ̩	90	Nürnberg	f l ẹ ŋ̩	1053
13414	fliegen	flɐ→ɪçt‿	90	Eversen	f l ɐ→ɪ ç t	1053
13415	fliegen	flɐ̠ː→ɪç̫t‿	90	Brelingen	f l ɐ̠ː→ɪ ç̫ t	1053
13416	fliegen	ɸli̜jn̩	90	Landgrafroda	ɸ l i̜ j n̩	1053
13417	fliegen	flɛ̣͡ɛ̣ŋ̩	90	Altwarp	f l ɛ̣͡ɛ̣ ŋ̩	1053
13418	fliegen	flɪ͡eɣə	90	Seelbach	f l ɪ͡e ɣ ə	1053
13419	fliegen	flɪ̜jə‿	90	Bonn	f l ɪ̜ j ə	1053
13420	fliegen	fli̜ːn̠‿	90	Clausthal(Zf)	f l i̜ː n̠	1053
13421	fliegen	fliːjn̩	90	Ungstein	f l iː j n̩	1053
13422	fliegen	fleː	90	Herbornseelbach	f l eː	1053
13423	fliegen	flijə̟n	90	Ruhlsdorf	f l i j ə̟ n	1053
13424	fliegen	flɐ̜→ɪtʰ‿	90	Hesselteich	f l ɐ̜→ɪ tʰ	1053
13425	fliegen	flɪ̣ː	90	Offdilln	f l ɪ̣ː	1053
13426	fliegen	flɪːɕn̩	90	Altenberg	f l ɪː ɕ n̩	1053
13427	fliegen	flɪ̜ɣ̟ətʰ	90	Pfaffenrot	f l ɪ̜ ɣ̟ ə tʰ	1053
13428	fliegen	fli̜→əʁət‿	90	Igling	f l i̜→ə ʁ ə t	1053
13429	fliegen	ɸlɪ̣→ət‿	90	Herrentrup	ɸ l ɪ̣→ə t	1053
13430	fliegen	ɸløːt‿	90	Herrentrup	ɸ l øː t	1053
13431	fliegen	flɪɡ.ŋ̩‿	90	Gornsdorf	f l ɪ ɡ ŋ̩	1053
13432	fliegen	fli̜ːɡ.n̩	90	Bockelwitz	f l i̜ː ɡ n̩	1053
13433	fliegen	p̰͡flɪ̣ːɣ̟ə	90	Eschelbronn	p̰͡f l ɪ̣ː ɣ̟ ə	1053
13434	fliegen	vliːjn̩	90	Schmannewitz	v l iː j n̩	1053
13435	fliegen	flɐ̟→ɪŋ̩‿	90	Jürgenshagen	f l ɐ̟→ɪ ŋ̩	1053
13436	fliegen	vlɛn	90	Volkershausen	v l ɛ n	1053
13437	fliegen	fliːjə	90	Ebertshausen	f l iː j ə	1053
13438	fliegen	fleːə̜n‿	90	Odenspiel	f l eː ə̜ n	1053
13439	fliegen	fliʒn̩	90	Rosswein	f l i ʒ n̩	1053
13440	fliegen	flɛ̣→ɪç̰t‿	90	Oiste	f l ɛ̣→ɪ ç̰ t	1053
13441	fliegen	flɪʁn	90	Peterskirchen	f l ɪ ʁ n	1053
13442	fliegen	flɛ→ɪəd‿	90	Wasbek	f l ɛ→ɪ ə d	1053
13443	fliegen	fleːɡ.n̩‿	90	Hartenfels	f l eː ɡ n̩	1053
13444	fliegen	flɛ→ɪçt‿	90	Warpe	f l ɛ→ɪ ç t	1053
13445	fliegen	flɐ̟→ɪj̠ət‿	90	Wasbüttel	f l ɐ̟→ɪ j̠ ə t	1053
13446	fliegen	fleːŋ̩	90	Mirow	f l eː ŋ̩	1053
13447	fliegen	flɪɡ.ŋ̩	90	GrossJamno	f l ɪ ɡ ŋ̩	1053
13448	fliegen	flɪ̣ːə	90	Lohrhaupten	f l ɪ̣ː ə	1053
13449	fliegen	fleɣə̰tʰ	90	Wüllen	f l e ɣ ə̰ tʰ	1053
13450	fliegen	ɸlɛ̣→ɪkt‿	90	Diekhusen	ɸ l ɛ̣→ɪ k t	1053
13451	fliegen	flɪ̣͡ɪ̣→ə	90	Niederauerbach	f l ɪ̣͡ɪ̣→ə	1053
13452	fliegen	fleːɪ→ən	90	Siebenbach	f l eː ɪ→ə n	1053
13453	fliegen	flɪ̣ː	90	Rosenthal	f l ɪ̣ː	1053
13454	fliegen	flʊ̣→ɪŋ	90	Pielenhofen	f l ʊ̣→ɪ ŋ	1053
13455	fliegen	flạ→ɪ͡ɪn‿	90	Atzendorf	f l ạ→ɪ͡ɪ n	1053
13456	fliegen	fliɡ̰.ŋ̩	90	Grünow	f l i ɡ̰ ŋ̩	1053
13457	fliegen	fleːŋ̩‿	90	Vietmannsdorf	f l eː ŋ̩	1053
13458	fliegen	fle̜͡ɪçt‿	90	Vietmannsdorf	f l e̜͡ɪ ç t	1053
13459	fliegen	fli̜ɡ.ŋ̩	90	Jonsdorf	f l i̜ ɡ ŋ̩	1053
13460	fliegen	ɸl̠e→ɪ̜͡ɪ̜n	90	Falkenthal	ɸ l̠ e→ɪ̜͡ɪ̜ n	1053
13461	fliegen	flɛ̣→ɪətʰ‿	90	Adorf	f l ɛ̣→ɪ ə tʰ	1053
13462	fliegen	flɛ→ɪçt‿	90	Stöcken	f l ɛ→ɪ ç t	1053
13463	fliegen	ɸlø̜ːətʰ	90	Reelkirchen	ɸ l ø̜ː ə tʰ	1053
13464	fliegen	fleɦe̠	90	Helmers	f l e ɦ e̠	1053
13465	fliegen	flʏʿŋə̟n	90	Ramsau(Berch)	f l ʏʿ ŋ ə̟ n	1053
13466	fliegen	flæ̜→ɪçt‿	90	Osterbruch	f l æ̜→ɪ ç t	1053
13467	fliegen	flɛ→ɪɣ̟ət‿	90	Herssum	f l ɛ→ɪ ɣ̟ ə t	1053
13468	fliegen	flœ̜ʿ→ɪʾɡ.ŋ̩	90	Eichenhofen	f l œ̜ʿ→ɪʾ ɡ ŋ̩	1053
13469	fliegen	flɪ̣ːɡ.n̩	90	Grosswechsungen	f l ɪ̣ː ɡ n̩	1053
13470	fliegen	f͡vli̜ːɕn̩	90	Osterfeld	f͡v l i̜ː ɕ n̩	1053
13471	fliegen	flɐ→ɪçəth‿	90	Herdecke	f l ɐ→ɪ ç ə th	1053
13472	fliegen	fli̠ji̜n	90	Herdecke	f l i̠ j i̜ n	1053
13473	fliegen	fli̜ə‿	90	Einöllen	f l i̜ ə	1053
13474	fliegen	flɪ→əŋ	90	Oberviehbach	f l ɪ→ə ŋ	1053
#
8770	fünf	fiːβə	59	Gottsbüren	f iː β ə	1056
8771	fünf	fi̠ːf	59	Albersloh	f i̠ː f	1056
8772	fünf	fːɐ→ɪv‿	59	Schömberg	fː ɐ→ɪ v	1056
8773	fünf	fɐ̣→ɪvə̟	59	Schömberg	f ɐ̣→ɪ v ə̟	1056
8774	fünf	ɸʊ̣ː→ɪ̠və	59	Reelkirchen	ɸ ʊ̣ː→ɪ̠ v ə	1056
8775	fünf	ɸy̜ɸ	59	Reelkirchen	ɸ y̜ ɸ	1056
8776	fünf	‿p͡fɪ̣mp̰͡f	59	Schachach	p͡f ɪ̣ m p̰͡f	1056
8777	fünf	fʏ̣ɱf	59	Schachach	f ʏ̣ ɱ f	1056
8778	fünf	fʏ̣n̩f	59	Grünow	f ʏ̣ n̩ f	1056
8779	fünf	fiɪ̠f	59	Mirow	f i ɪ̠ f	1056
8780	fünf	fɪ̣ɱf	59	Pielenhofen	f ɪ̣ ɱ f	1056
8781	fünf	fʏ̣ɱf	59	Pielenhofen	f ʏ̣ ɱ f	1056
8782	fünf	fiɱf	59	Niederauerbach	f i ɱ f	1056
8783	fünf	fɪnəf‿	59	Niederauerbach	f ɪ n ə f	1056
8784	fünf	fi̜mv	59	Oberviehbach	f i̜ m v	1056
8785	fünf	fʏ̣ɱp̰͡f	59	Oberviehbach	f ʏ̣ ɱ p̰͡f	1056
8786	fünf	ɸɪ̠nəβə	59	Gerbstedt	ɸ ɪ̠ n ə β ə	1056
8787	fünf	fiːβ̫ə	59	Hohenkörben	f iː β̫ ə	1056
8788	fünf	fɪ̠ɱf‿	59	Maibrunn	f ɪ̠ ɱ f	1056
8789	fünf	fʏɱp̰͡f	59	Altlandsberg	f ʏ ɱ p̰͡f	1056
8790	fünf	fiːf	59	Hammah	f iː f	1056
8791	fünf	fuː→ɪ̠βə‿	59	Valdorf	f uː→ɪ̠ β ə	1056
8792	fünf	fi̜ɱvə	59	Hartenstein	f i̜ ɱ v ə	1056
8793	fünf	fʏɱf	59	Hartenstein	f ʏ ɱ f	1056
8794	fünf	fiːf	59	Wolgast	f iː f	1056
8795	fünf	fɪ̠ɱp͡f	59	Langenbruck	f ɪ̠ ɱ p͡f	1056
8796	fünf	p͡fiɱv‿	59	Langenbruck	p͡f i ɱ v	1056
8797	fünf	fɪ̣nə̣βə	59	Wieda	f ɪ̣ n ə̣ β ə	1056
8798	fünf	fʏ̜ʔmp͡fə	59	Cursdorf	f ʏ̜ ʔ m p͡f ə	1056
8799	fünf	fʏʿɱf͡və	59	Cursdorf	f ʏʿ ɱ f͡v ə	1056
8800	fünf	fʏɱf	59	Gelting	f ʏ ɱ f	1056
8801	fünf	fø̣nəfː	59	Engelsbach	f ø̣ n ə fː	1056
8802	fünf	‿vɪ̣ɱv‿	59	Pöttmes	v ɪ̣ ɱ v	1056
8803	fünf	fɪ̣̃mp̰͡f	59	Pöttmes	f ɪ̣̃ m p̰͡f	1056
8804	fünf	fi̜ːf‿	59	Grossenwiehe	f i̜ː f	1056
8805	fünf	fif	59	Herzfeld	f i f	1056
8806	fünf	ɸø̣mp‿	59	Falkenthal	ɸ ø̣ m p	1056
8807	fünf	fi̜nəβə	59	Ballhausen	f i̜ n ə β ə	1056
8808	fünf	fʏɱp͡f	59	Schauenstein	f ʏ ɱ p͡f	1056
8809	fünf	fʏmp͡fə̜	59	Schauenstein	f ʏ m p͡f ə̜	1056
8810	fünf	fʏʿɱf	59	Huddestorf	f ʏʿ ɱ f	1056
8811	fünf	fʏɱf	59	Nürnberg	f ʏ ɱ f	1056
8812	fünf	fif	59	Altwarp	f i f	1056
8813	fünf	fʏɱf	59	Borstendorf	f ʏ ɱ f	1056
8814	fünf	fʏmp͡f	59	Wildpoldsried	f ʏ m p͡f	1056
8815	fünf	fɪnəβə	59	Clausthal(Zf)	f ɪ n ə β ə	1056
8816	fünf	fʏ̣ɱvə	59	Schmannewitz	f ʏ̣ ɱ v ə	1056
8817	fünf	fʏ̣nəf	59	Volkershausen	f ʏ̣ n ə f	1056
8818	fünf	p͡fy̜nəf	59	Volkershausen	p͡f y̜ n ə f	1056
8819	fünf	fɪ̣ːβə	59	Warpe	f ɪ̣ː β ə	1056
8820	fünf	fɪːɸ	59	KirchKogel	f ɪː ɸ	1056
8821	fünf	fʏ̣ɱp͡f	59	Oberau	f ʏ̣ ɱ p͡f	1056
8822	fünf	p̰͡fɪʾɱp͡f	59	Oberau	p̰͡f ɪʾ ɱ p͡f	1056
8823	fünf	p̰͡fɪʾɱmv‿	59	Oberau	p̰͡f ɪʾ ɱ m v	1056
8824	fünf	fiːf‿	59	Kuhstedt	f iː f	1056
8825	fünf	fʏ̠ɱf	59	Bockelwitz	f ʏ̠ ɱ f	1056
8826	fünf	fɪ̣ʾːɱf	59	Ulbering	f ɪ̣ʾː ɱ f	1056
8827	fünf	fi̠ɱf͡v‿	59	Ulbering	f i̠ ɱ f͡v	1056
8828	fünf	finəβə̃	59	Grosswechsungen	f i n ə β ə̃	1056
8829	fünf	fɨ̃ɱf	59	Eichenhofen	f ɨ̃ ɱ f	1056
8830	fünf	p̰fi̠ɱf	59	Eichenhofen	p̰ f i̠ ɱ f	1056
8831	fünf	fiːf	59	Rossau	f iː f	1056
8832	fünf	fœ̣→ɪʾβə	59	Ahrbergen	f œ̣→ɪʾ β ə	1056
8833	fünf	fɪ̠ɱf	59	Obermaisel	f ɪ̠ ɱ f	1056
8834	fünf	fʏ̠ʿɱp͡f	59	Obermaisel	f ʏ̠ʿ ɱ p͡f	1056
8835	fünf	fʏɱb̰vɛ̠	59	Lampertswalde	f ʏ ɱ b̰ v ɛ̠	1056
8836	fünf	fʏʿɱfi̜	59	Ramsau(Berch)	f ʏʿ ɱ f i̜	1056
8837	fünf	fi̠ːβə	59	Dreeke	f i̠ː β ə	1056
8838	fünf	fʏɱvə	59	Gersdorf	f ʏ ɱ v ə	1056
8839	fünf	fʏ̣ɱv͡f	59	Ottowind	f ʏ̣ ɱ v͡f	1056
8840	fünf	fʏ̣nf	59	Ottowind	f ʏ̣ n f	1056
8841	fünf	fi̠ːf	59	Breddin	f i̠ː f	1056
8842	fünf	fi̜ːf‿	59	Osterbruch	f i̜ː f	1056
8843	fünf	fɪʾmf	59	Weidenbach	f ɪʾ m f	1056
8844	fünf	p͡fɪ̣ɱp͡f	59	Weidenbach	p͡f ɪ̣ ɱ p͡f	1056
8845	fünf	fʏ̠ɱb̰vəʾ	59	Mockern	f ʏ̠ ɱ b̰ v əʾ	1056
8846	fünf	ɸʏɱp͡ɸ	59	NeuSchadow	ɸ ʏ ɱ p͡ɸ	1056
8847	fünf	fø̣ɱp͡f	59	Höchstädt(Don)	f ø̣ ɱ p͡f	1056
8848	fünf	p̰fɪʾɱf	59	Höchstädt(Don)	p̰ f ɪʾ ɱ f	1056
8849	fünf	fiːɸ	59	Ohrdorf	f iː ɸ	1056
8850	fünf	fʏmvə	59	Wehrsdorf	f ʏ m v ə	1056
8851	fünf	fʏnf	59	Peterskirchen	f ʏ n f	1056
8852	fünf	fɪ̠ɱf	59	Ruhlsdorf	f ɪ̠ ɱ f	1056
8853	fünf	fi̠ːf	59	Oiste	f i̠ː f	1056
8854	fünf	fʏ̜ɱp̰͡fə	59	Gornsdorf	f ʏ̜ ɱ p̰͡f ə	1056
8855	fünf	fʏɱf	59	Igling	f ʏ ɱ f	1056
8856	fünf	fʏmp͡f	59	Igling	f ʏ m p͡f	1056
8857	fünf	ɸi̜ːɸ	59	Bennin	ɸ i̜ː ɸ	1056
8858	fünf	fʏnəf	59	Zellingen	f ʏ n ə f	1056
8859	fünf	fy̜nəf	59	Zellingen	f y̜ n ə f	1056
8860	fünf	fiːβə	59	Eversen	f iː β ə	1056
8861	fünf	fʏɱvɛ̠	59	Lippen	f ʏ ɱ v ɛ̠	1056
8862	fünf	fɨːmp̰͡f	59	Altentrüdin	f ɨː m p̰͡f	1056
8863	fünf	fi̜nt͡f	59	Altentrüdin	f i̜ n t͡f	1056
8864	fünf	fif	59	GrossMohrdorf	f i f	1056
8865	fünf	‿fiːf	59	Ebstorf	f iː f	1056
8866	fünf	fʏɱfə	59	Linz	f ʏ ɱ f ə	1056
8867	fünf	fɪmp͡f	59	Maxweiler	f ɪ m p͡f	1056
8868	fünf	fiʾɱp̰͡f	59	Maxweiler	f iʾ ɱ p̰͡f	1056
8869	fünf	f͡vʏ̣mv͡f	59	Schnepfenbach	f͡v ʏ̣ m v͡f	1056
8870	fünf	fʏ̣ɱp͡f	59	Schnepfenbach	f ʏ̣ ɱ p͡f	1056
8871	fünf	ɸømpɸs̰	59	Verchen	ɸ ø m p ɸ s̰	1056
8872	fünf	fɛɱfɛ̠	59	Schellroda	f ɛ ɱ f ɛ̠	1056
8873	fünf	fi̠ːf	59	Jeetzel	f i̠ː f	1056
8874	fünf	fɪ̣ːɱf	59	Treffelstein	f ɪ̣ː ɱ f	1056
8875	fünf	ɸɪ̣mf	59	Treffelstein	ɸ ɪ̣ m f	1056
8876	fünf	fʏ̜ɱfː	59	Grünlichtenberg	f ʏ̜ ɱ fː	1056
8877	fünf	fy̜ɱf	59	Kemmern	f y̜ ɱ f	1056
8878	fünf	fʏnf	59	Kemmern	f ʏ n f	1056
8879	fünf	fiːf	59	Hohwacht(Os)	f iː f	1056
8880	fünf	fy̜ʿɱp͡f	59	Hermannsreuth	f y̜ʿ ɱ p͡f	1056
8881	fünf	fø̣ɱp͡f	59	Hundisburg	f ø̣ ɱ p͡f	1056
8882	fünf	fœɱf	59	Unterellen	f œ ɱ f	1056
8883	fünf	fiːvə	59	Barssel	f iː v ə	1056
8884	fünf	fi̠mfɛ	59	Klafferstrass	f i̠ m f ɛ	1056
8885	fünf	fø̣ɱp͡ɸ	59	Exdorf	f ø̣ ɱ p͡ɸ	1056
8886	fünf	fɪʾnəf	59	Oberwürzbach	f ɪʾ n ə f	1056
8887	fünf	fɪʾn͡nəʾf	59	Oberwürzbach	f ɪʾ n͡n əʾ f	1056
8888	fünf	fʏʿɱp͡f‿	59	Pretzsch(El)	f ʏʿ ɱ p͡f	1056
8889	fünf	fi̜ːf	59	Stöcken	f i̜ː f	1056
8890	fünf	fʏʿɱfɛ̠	59	Jonsdorf	f ʏʿ ɱ f ɛ̠	1056
8891	fünf	fœ̣mvə	59	Rosenthal	f œ̣ m v ə	1056
8892	fünf	fiʾnəβə̟	59	Landgrafroda	f iʾ n ə β ə̟	1056
8893	fünf	fɪ̣nf	59	Dexbach	f ɪ̣ n f	1056
8894	fünf	fiːɸ	59	Diekhusen	f iː ɸ	1056
8895	fünf	fʏɱp̰͡ɸ	59	Rosswein	f ʏ ɱ p̰͡ɸ	1056
8896	fünf	fɪ̣nf	59	Lohra	f ɪ̣ n f	1056
8897	fünf	fiːf	59	Holmkjer	f iː f	1056
8898	fünf	fʏɱvə	59	Rammenau	f ʏ ɱ v ə	1056
8899	fünf	‿ɸ͡fʏ̣ɱf	59	Büdesheim	ɸ͡f ʏ̣ ɱ f	1056
8900	fünf	fʏ̣ɱf	59	Büdesheim	f ʏ̣ ɱ f	1056
8901	fünf	fif	59	Gresenhorst	f i f	1056
8902	fünf	fʏ̠ɱfə	59	Altenberg	f ʏ̠ ɱ f ə	1056
8903	fünf	fœ̣nəf	59	Weyhers	f œ̣ n ə f	1056
8904	fünf	fiːf‿	59	Wentorf(Sand)	f iː f	1056
8905	fünf	fy̜nəf	59	Lohrhaupten	f y̜ n ə f	1056
8906	fünf	‿fi̜ːɸ‿	59	Vietmannsdorf	f i̜ː ɸ	1056
8907	fünf	fʏɱf‿	59	Vietmannsdorf	f ʏ ɱ f	1056
8908	fünf	fœ̣ɱp̰͡f	59	Ebertshausen	f œ̣ ɱ p̰͡f	1056
8909	fünf	fønəf	59	Siebenbach	f ø n ə f	1056
8910	fünf	fø̜nəf	59	Siebenbach	f ø̜ n ə f	1056
8911	fünf	fiːβə	59	Wasbüttel	f iː β ə	1056
8912	fünf	fønø̠f	59	Helmers	f ø n ø̠ f	1056
8913	fünf	fɪ̠nəʾf	59	Einöllen	f ɪ̠ n əʾ f	1056
8914	fünf	fi̜͡if	59	Bardenfleth	f i̜͡i f	1056
8915	fünf	fø̣nəf	59	Bruch	f ø̣ n ə f	1056
8916	fünf	fʏnəf	59	Bruch	f ʏ n ə f	1056
8917	fünf	fʏɱvəʾ	59	Jacobsdorf	f ʏ ɱ v əʾ	1056
8918	fünf	fʏʿɱfə	59	Theuma	f ʏʿ ɱ f ə	1056
8919	fünf	‿fiːf͡ɸ	59	Jesteburg	f iː f͡ɸ	1056
8920	fünf	ɸɪ̣ːɸ	59	Jesteburg	ɸ ɪ̣ː ɸ	1056
8921	fünf	fʏɱf	59	Hönebach	f ʏ ɱ f	1056
8922	fünf	‿vœ̣nœf‿	59	Iversheim	v œ̣ n œ f	1056
8923	fünf	fɪ̠nf	59	Ensheim	f ɪ̠ n f	1056
8924	fünf	p̰͡fʏʿnf	59	Ensheim	p̰͡f ʏʿ n f	1056
8925	fünf	fʏʿnf	59	Ensheim	f ʏʿ n f	1056
8926	fünf	fɪ̣f	59	Hagen	f ɪ̣ f	1056
8927	fünf	‿fiːf	59	Schwabstedt	f iː f	1056
8928	fünf	fʏnəf	59	Köln	f ʏ n ə f	1056
8929	fünf	fɪnəf	59	Mastershausen	f ɪ n ə f	1056
8930	fünf	ɸʏm͡mɔ̟	59	Reetz	ɸ ʏ m͡m ɔ̟	1056
8931	fünf	fɛ→ɪʾβə̣	59	Bremscheid	f ɛ→ɪʾ β ə̣	1056
8932	fünf	fœʿ→ɪ̠f	59	Freden	f œʿ→ɪ̠ f	1056
8933	fünf	fœnəf	59	Aachen	f œ n ə f	1056
8934	fünf	fʏɱvə̟	59	Mörshausen	f ʏ ɱ v ə̟	1056
8935	fünf	fiːβə	59	Brelingen	f iː β ə	1056
8936	fünf	fọ+nœ̠f	59	Bonn	f ọ+ n œ̠ f	1056
8937	fünf	fy̜ɱp͡f	59	Herbornseelbach	f y̜ ɱ p͡f	1056
8938	fünf	p̰͡fiːf	59	Jürgenshagen	p̰͡f iː f	1056
8939	fünf	fiːf	59	Wasbek	f iː f	1056
8940	fünf	fø̣nə̠ɸ	59	Odenspiel	f ø̣ n ə̠ ɸ	1056
8941	fünf	fɪ̣ːf	59	Offdilln	f ɪ̣ː f	1056
8942	fünf	fʏɱp͡ɸ	59	GrossJamno	f ʏ ɱ p͡ɸ	1056
8943	fünf	fiːβə	59	Osterhagen	f iː β ə	1056
8944	fünf	ɸ͡vɪ̣ːf	59	Leuth	ɸ͡v ɪ̣ː f	1056
8945	fünf	vɪ̣ːf	59	Leuth	v ɪ̣ː f	1056
8946	fünf	fʏ̣ɱf	59	Niedernhausen	f ʏ̣ ɱ f	1056
8947	fünf	fenəv	59	Iggingen	f e n ə v	1056
8948	fünf	fɪnfə	59	Iggingen	f ɪ n f ə	1056
8949	fünf	fɪ̣ʾnf	59	Niederasphe	f ɪ̣ʾ n f	1056
8950	fünf	fiːvə	59	Herssum	f iː v ə	1056
8951	fünf	fønøʿf	59	Kruft	f ø n øʿ f	1056
8952	fünf	fɪ̠mf͡və	59	Osterfeld	f ɪ̠ m f͡v ə	1056
8953	fünf	fɐ→ɪf	59	Astfeld	f ɐ→ɪ f	1056
8954	fünf	fɐ→ɪv‿	59	Burgrieden	f ɐ→ɪ v	1056
8955	fünf	fɪɱf	59	Burgrieden	f ɪ ɱ f	1056
8956	fünf	fɪmp̰͡fə	59	Röhrda	f ɪ m p̰͡f ə	1056
8957	fünf	fyɱf	59	Endenburg	f y ɱ f	1056
8958	fünf	vʏɱv	59	Endenburg	v ʏ ɱ v	1056
8959	fünf	finf‿	59	Allna	f i n f	1056
8960	fünf	fʏ̠ɱb̰͡və	59	Götz	f ʏ̠ ɱ b̰͡v ə	1056
8961	fünf	fi̜ːf	59	Engter	f i̜ː f	1056
8962	fünf	fɪ̜͡ɪβə	59	Engter	f ɪ̜͡ɪ β ə	1056
8963	fünf	fɪɱf	59	Pfaffenrot	f ɪ ɱ f	1056
8964	fünf	fɪ̣ɱv‿	59	Pfaffenrot	f ɪ̣ ɱ v	1056
8965	fünf	p̰͡fʏ̜nʏ̠ʿf	59	Hartenfels	p̰͡f ʏ̜ n ʏ̠ʿ f	1056
8966	fünf	fœ̜ɱf	59	Docelles	f œ̜ ɱ f	1056
8967	fünf	p̰͡fœ̜ɱf	59	Docelles	p̰͡f œ̜ ɱ f	1056
8968	fünf	ɸi̜ɸ̰	59	Herrentrup	ɸ i̜ ɸ̰	1056
8969	fünf	ɸʊ̣ʿ→ɪ̠βə	59	Herrentrup	ɸ ʊ̣ʿ→ɪ̠ β ə	1056
8970	fünf	fʏnf	59	Ungstein	f ʏ n f	1056
8971	fünf	fø̣ɱp͡f	59	Wernigerode	f ø̣ ɱ p͡f	1056
8972	fünf	fʏʿɱf	59	Seelbach	f ʏʿ ɱ f	1056
8973	fünf	fʏnf	59	Seelbach	f ʏ n f	1056
8974	fünf	ɸʏnf	59	Seelbach	ɸ ʏ n f	1056
8975	fünf	fʏɱf	59	Orferode	f ʏ ɱ f	1056
8976	fünf	fʏɱvə	59	Orferode	f ʏ ɱ v ə	1056
8977	fünf	fʊ̣→ɪf	59	Brockhausen	f ʊ̣→ɪ f	1056
8978	fünf	fʊ̣→ɪβə	59	Brockhausen	f ʊ̣→ɪ β ə	1056
8979	fünf	fi̜nf	59	Billingsbach	f i̜ n f	1056
8980	fünf	fɪ̣nf	59	Billingsbach	f ɪ̣ n f	1056
8981	fünf	fœ̜nəf	59	Tann(Rhön)	f œ̜ n ə f	1056
