# "Long-form" encoding of the complete PAD data
#
# date   : 2013-11-26 10:07:24
# source : /sources/original_corrected.csv
#
# Each word in the data is put on a separate line, and is given an unique ID in the first column.
# These IDs are also used in the alignment files.
# The column CONCEPT lists the meaning-designation as used in the original data.
# Because this is dialect data, almost all words with the same meaning are also cognate, but not all!
# Also, some cognate words were distinguished in the original data (e.g. "Äpfeln" and "Äpfelchen").
# There were also a few erroneous classifications (e.g. between "recht" and "lauter").
# Some words have been divided into separate cognate sets (e.g. various non-cognate words for "Dienstag").
# The column COUNTERPART lists the actual form as originally transcribed.
# The column CONCEPTID lists the numbers as used in the original data
# The column DOCULECT lists the short name of the village. See /data/doculects.csv for more info on each village.
# The column TOKENS lists a tokenization of the original transcription into phonetic units (according to the transcription!).
# The column COGID lists a separate ID for all words that are actually cognate. These IDs are summarized in the file /data/cognatesets.csv
#
ID	CONCEPT	COUNTERPART	CONCEPTID	DOCULECT	TOKENS	COGID
31532	Eise	i̜ːðə	203	Grosswechsungen	i̜ː ð ə	1046
31533	Eise	iːs̠	203	Osterhagen	iː s̠	1046
31534	Eise	iːz̠ə	203	Osterhagen	iː z̠ ə	1046
31535	Eise	iːs	203	Wasbek	iː s	1046
31536	Eise	iːzə̣	203	Wasbüttel	iː z ə̣	1046
31537	Eise	iːs̠	203	Reetz	iː s̠	1046
31538	Eise	iːs	203	Hundisburg	iː s	1046
31539	Eise	i̜ːs	203	Stöcken	i̜ː s	1046
31540	Eise	a̠→ɪθə	203	Bockelwitz	a̠→ɪ θ ə	1046
31541	Eise	ɪːs̠	203	Jesteburg	ɪː s̠	1046
31542	Eise	ɪ̣s̠	203	Jesteburg	ɪ̣ s̠	1046
31543	Eise	i̜ːʑ‿	203	Diekhusen	i̜ː ʑ	1046
31544	Eise	i̠ːs̟	203	Brelingen	i̠ː s̟	1046
31545	Eise	is̟	203	Hagen	i s̟	1046
31546	Eise	a̠ː→ɪ̜z‿	203	Schmannewitz	a̠ː→ɪ̜ z	1046
31547	Eise	a̠→ɪ̜s	203	Lampertswalde	a̠→ɪ̜ s	1046
31548	Eise	ɐ̣ʾ→ɪʾs̠	203	Freden	ɐ̣ʾ→ɪʾ s̠	1046
31549	Eise	iːs	203	Schwabstedt	iː s	1046
31550	Eise	iːs̠	203	Jacobsdorf	iː s̠	1046
31551	Eise	iːs	203	Vietmannsdorf	iː s	1046
31552	Eise	a̠→ɪs	203	Rosswein	a̠→ɪ s	1046
31553	Eise	is̠	203	Hohenkörben	i s̠	1046
31554	Eise	i̜ːzə̣‿	203	Gottsbüren	i̜ː z ə̣	1046
31555	Eise	iːs	203	Wolgast	iː s	1046
31556	Eise	iːs̟‿	203	Huddestorf	iː s̟	1046
31557	Eise	ɐ→ɪs	203	Niedernhausen	ɐ→ɪ s	1046
31558	Eise	ɐ̟→ɪs	203	Offdilln	ɐ̟→ɪ s	1046
31559	Eise	ɐ̜→ɪs	203	Niederasphe	ɐ̜→ɪ s	1046
31560	Eise	iz͡s	203	Herzfeld	i z͡s	1046
31561	Eise	ɐ̠→ɪ̜s	203	Clausthal(Zf)	ɐ̠→ɪ̜ s	1046
31562	Eise	a̠→ɪsə	203	Jonsdorf	a̠→ɪ s ə	1046
31563	Eise	is̠	203	Wentorf(Sand)	i s̠	1046
#
112	Feld	p̰͡fɛlth	2	Docelles	p̰͡f ɛ l th	1049
113	Feld	vœʿltʼ	2	Burgrieden	v œʿ l tʼ	1049
114	Feld	‿p̰͡fɛʾlth	2	Schauenstein	p̰͡f ɛʾ l th	1049
115	Feld	‿p̰͡fɛl̠tʰ	2	Siebenbach	p̰͡f ɛ l̠ tʰ	1049
116	Feld	fe̜̠lt‿	2	Ulbering	f e̜̠ l t	1049
117	Feld	fø→ɪʾth	2	Eichenhofen	f ø→ɪʾ th	1049
118	Feld	p̰͡fœlth	2	Höchstädt(Don)	p̰͡f œ l th	1049
119	Feld	‿p͡fɛl̠th	2	Bruch	p͡f ɛ l̠ th	1049
120	Feld	‿fɛlth	2	Horheim	f ɛ l th	1049
121	Feld	‿p̰͡fœ̣lə	2	Brockhausen	p̰͡f œ̣ l ə	1049
122	Feld	f͡valə	2	Orferode	f͡v a l ə	1049
123	Feld	fɛ̣lth	2	Bempflingen	f ɛ̣ l th	1049
124	Feld	fɛltʰ	2	Niederauerbach	f ɛ l tʰ	1049
125	Feld	vɛ̣ːlth	2	Iggingen	v ɛ̣ː l th	1049
126	Feld	fæ̣ːth	2	Leuth	f æ̣ː th	1049
127	Feld	‿p̰͡fɔʿ→ɪt̪͡θ‿	2	Pöttmes	p̰͡f ɔʿ→ɪ t̪͡θ	1049
128	Feld	fɛl̻th	2	Vielbrunn	f ɛ l̻ th	1049
129	Feld	fœʿlt͡θ	2	Altentrüdin	f œʿ l t͡θ	1049
130	Feld	fe͡ɪ̜lth	2	Billingsbach	f e͡ɪ̜ l th	1049
131	Feld	‿p̰͡fɐ→ɪlə	2	Reelkirchen	p̰͡f ɐ→ɪ l ə	1049
132	Feld	fɛ̜ldə	2	Adorf	f ɛ̜ l d ə	1049
133	Feld	p͡fe̜→əʾlth	2	Klafferstrass	p͡f e̜→əʾ l th	1049
134	Feld	‿p̰͡fæːlth	2	Weyhers	p̰͡f æː l th	1049
135	Feld	b̰͡vɛ̜l̠tʰ	2	Oberhomberg	b̰͡v ɛ̜ l̠ tʰ	1049
136	Feld	‿p̰͡fɛ̣̠lt̪͡θ	2	Igling	p̰͡f ɛ̣̠ l t̪͡θ	1049
137	Feld	fœʿlt͡θ	2	Weidenbach	f œʿ l t͡θ	1049
138	Feld	b̰͡ve̜l	2	Pfaffenrot	b̰͡v e̜ l	1049
139	Feld	fɛ̜ːlth	2	Wemb	f ɛ̜ː l th	1049
140	Feld	f͡vœʿl	2	Schnepfenbach	f͡v œʿ l	1049
141	Feld	‿f͡voʿ→ɪt̪h	2	Oberviehbach	f͡v oʿ→ɪ t̪h	1049
142	Feld	fɛ̣lth	2	Volkershausen	f ɛ̣ l th	1049
143	Feld	‿p͡fɛ̠→ə̰lth	2	Büdesheim	p͡f ɛ̠→ə̰ l th	1049
144	Feld	fə̟ʾ→ɪt‿	2	Gelting	f ə̟ʾ→ɪ t	1049
145	Feld	fə̟ʾl.t.	2	Gelting	f ə̟ʾ l t	1049
146	Feld	‿fɑːlth	2	Zellingen	f ɑː l th	1049
147	Feld	fɛ̠lth	2	Kemmern	f ɛ̠ l th	1049
148	Feld	p͡fɛ̠l̻th	2	Treffelstein	p͡f ɛ̠ l̻ th	1049
149	Feld	p͡fɛʾlt̪͡θ	2	Hartenstein	p͡f ɛʾ l t̪͡θ	1049
150	Feld	p͡fɛltʰ	2	Eschelbronn	p͡f ɛ l tʰ	1049
151	Feld	b͡vɛlth	2	Schömberg	b͡v ɛ l th	1049
152	Feld	fɛːldə	2	Engter	f ɛː l d ə	1049
153	Feld	‿ɸ͡fɐ→ɪlə	2	Herrentrup	ɸ͡f ɐ→ɪ l ə	1049
154	Feld	fɛ̠l̰t͡θ	2	Langenbruck	f ɛ̠ l̰ t͡θ	1049
155	Feld	‿p͡fɛltʰ	2	Seelbach	p͡f ɛ l tʰ	1049
156	Feld	‿fɛl̠tʰ	2	Lippramsdorf	f ɛ l̠ tʰ	1049
157	Feld	‿p͡fœlth	2	Pielenhofen	p͡f œ l th	1049
158	Feld	valth	2	Endenburg	v a l th	1049
159	Feld	fɛltʰ	2	Oberwürzbach	f ɛ l tʰ	1049
160	Feld	f͡ve→ɐ̠l̠th	2	Obermaisel	f͡v e→ɐ̠ l̠ th	1049
161	Feld	fɔ̜ʿ→ɪth	2	Schachach	f ɔ̜ʿ→ɪ th	1049
162	Feld	f͡vølt‿	2	Oberau	f͡v ø l t	1049
163	Feld	f͡və→ɪlt	2	Oberau	f͡v ə→ɪ l t	1049
164	Feld	faɫth	2	Iversheim	f a ɫ th	1049
165	Feld	p͡fɛ͡ə̣lth	2	Ensheim	p͡f ɛ͡ə̣ l th	1049
#
1	Felde	ʊpp͡fe̠ːɭtʼ	1	Breddin	ʊ p p͡f e̠ː ɭ tʼ	1049
2	Felde	fɛ̣ː→ə̜lt	1	Schwabstedt	f ɛ̣ː→ə̜ l t	1049
3	Felde	vældə̟	1	Schraden	v æ l d ə̟	1049
4	Felde	fɛlth	1	Pretzsch(El)	f ɛ l th	1049
5	Felde	‿ɔ̣p͡fɛɭd‿	1	Grünow	ɔ̣ p͡f ɛ ɭ d	1049
6	Felde	fɛl̠dəʾ	1	Lippen	f ɛ l̠ d əʾ	1049
7	Felde	‿p̰͡fɛ̠l̠th	1	Hartenfels	p̰͡f ɛ̠ l̠ th	1049
8	Felde	fɑ̟lə	1	Ballhausen	f ɑ̟ l ə	1049
9	Felde	‿p̰͡fɐː→ɪlə	1	Valdorf	p̰͡f ɐː→ɪ l ə	1049
10	Felde	fe͡ə̣+lth	1	Nürnberg	f e͡ə̣+ l th	1049
11	Felde	fe̥͡ə̣+lth	1	Nürnberg	f e̥͡ə̣+ l th	1049
12	Felde	‿p̰͡fa̠ləʾ	1	Mockern	p̰͡f a̠ l əʾ	1049
13	Felde	fældɛ̠	1	Altenberg	f æ l d ɛ̠	1049
14	Felde	fɛlth	1	Jacobsdorf	f ɛ l th	1049
15	Felde	‿p͡fæ̣l̠ːd̰	1	Hagen	p͡f æ̣ l̠ː d̰	1049
16	Felde	ɸɛl̠də	1	Bockelwitz	ɸ ɛ l̠ d ə	1049
17	Felde	‿ɸɛl̠t̪h	1	NeuSchadow	ɸ ɛ l̠ t̪h	1049
18	Felde	‿fe̜→əlth	1	Osterbruch	f e̜→ə l th	1049
19	Felde	‿fɛlt	1	Vietmannsdorf	f ɛ l t	1049
20	Felde	ɸ̰͡fɛ̜ːlt	1	Vietmannsdorf	ɸ̰͡f ɛ̜ː l t	1049
21	Felde	‿p͡fæ̣ɫː	1	GrossMohrdorf	p͡f æ̣ ɫː	1049
22	Felde	‿fɛ̠ːl	1	Jesteburg	f ɛ̠ː l	1049
23	Felde	fɛlə̜	1	Schellroda	f ɛ l ə̜	1049
24	Felde	‿fɛʾldə	1	Huddestorf	f ɛʾ l d ə	1049
25	Felde	‿p͡fɛ̠lt	1	Dexbach	p͡f ɛ̠ l t	1049
26	Felde	p͡fɑ̟ːld‿	1	Tann(Rhön)	p͡f ɑ̟ː l d	1049
27	Felde	fɛlt	1	Niedernhausen	f ɛ l t	1049
28	Felde	‿p̰͡fɛlth	1	Engelsbach	p̰͡f ɛ l th	1049
29	Felde	‿fɛ̠l	1	Ohrdorf	f ɛ̠ l	1049
30	Felde	‿p̰͡fɛlt‿	1	Kleinbottwar	p̰͡f ɛ l t	1049
31	Felde	fe̜lə	1	Osterhagen	f e̜ l ə	1049
32	Felde	‿fæ̣ːltʼ	1	Kuhstedt	f æ̣ː l tʼ	1049
33	Felde	‿p͡fɛl	1	Mirow	p͡f ɛ l	1049
34	Felde	‿fɛ̠ʾ→ɪt‿	1	Maibrunn	f ɛ̠ʾ→ɪ t	1049
35	Felde	p̰͡fɛɭt	1	Altlandsberg	p̰͡f ɛ ɭ t	1049
36	Felde	‿p̰͡fe̠ld‿	1	Rossau	p̰͡f e̠ l d	1049
37	Felde	‿p͡fɛlle̠	1	Gersdorf	p͡f ɛ l l e̠	1049
38	Felde	fœɭtʰ	1	Wildpoldsried	f œ ɭ tʰ	1049
39	Felde	‿p͡fɛ→ə̜ltʰ	1	Niederasphe	p͡f ɛ→ə̜ l tʰ	1049
40	Felde	‿fɛld‿	1	Barssel	f ɛ l d	1049
41	Felde	fɛlth	1	Wolgast	f ɛ l th	1049
42	Felde	fa̠ɭdə	1	Jonsdorf	f a̠ ɭ d ə	1049
43	Felde	vø̜͡ɪ̣tʼ	1	Ramsau(Berch)	v ø̜͡ɪ̣ tʼ	1049
44	Felde	fœ̣ɭdœ	1	Hermannsreuth	f œ̣ ɭ d œ	1049
45	Felde	fɑɫd̪ə	1	Wehrsdorf	f ɑ ɫ d̪ ə	1049
46	Felde	‿p̰͡fɛ̠l͡lə̜+	1	Ahrbergen	p̰͡f ɛ̠ l͡l ə̜+	1049
47	Felde	fɛ̠ɭdə	1	Osterfeld	f ɛ̠ ɭ d ə	1049
48	Felde	‿fɛ̜ɭʈ‿	1	Ebstorf	f ɛ̜ ɭ ʈ	1049
49	Felde	fɛldə	1	Linz	f ɛ l d ə	1049
50	Felde	‿p͡fɛɭth	1	Bennin	p͡f ɛ ɭ th	1049
51	Felde	fɛ̠ɫθ‿	1	Bonn	f ɛ̠ ɫ θ	1049
52	Felde	fɑlə	1	Gottsbüren	f ɑ l ə	1049
53	Felde	‿ɸɛlə	1	Gerbstedt	ɸ ɛ l ə	1049
54	Felde	ɸɛʾldə	1	Lampertswalde	ɸ ɛʾ l d ə	1049
55	Felde	‿fɛldə	1	Rammenau	f ɛ l d ə	1049
56	Felde	‿p͡fɛ̣l͡l̠th	1	Reetz	p͡f ɛ̣ l͡l̠ th	1049
57	Felde	p͡fɛɫt‿	1	Wittelsberg	p͡f ɛ ɫ t	1049
58	Felde	fːɛ̠ɭth	1	Theuma	fː ɛ̠ ɭ th	1049
59	Felde	p͡fɛ̣→əl̠tʼ	1	Ebertshausen	p͡f ɛ̣→ə l̠ tʼ	1049
60	Felde	‿fœ̣ʿlth	1	Diekhusen	f œ̣ʿ l th	1049
61	Felde	fɛːl̜	1	Wasbek	f ɛː l̜	1049
62	Felde	fæɫ̩	1	Helmers	f æ ɫ̩	1049
63	Felde	fɛ̜ɭd‿	1	Kruft	f ɛ̜ ɭ d	1049
64	Felde	‿p̰͡fɛl̠ːth	1	Götz	p̰͡f ɛ l̠ː th	1049
65	Felde	fɛʾlə	1	Freden	f ɛʾ l ə	1049
66	Felde	fɛlə	1	Astfeld	f ɛ l ə	1049
67	Felde	fɛɫth	1	Lohra	f ɛ ɫ th	1049
68	Felde	pɸẹɫ̩	1	Verchen	p ɸ ẹ ɫ̩	1049
69	Felde	p͡ɸe̜ɫː	1	Herzfeld	p͡ɸ e̜ ɫː	1049
70	Felde	fɐ̟lə	1	Wieda	f ɐ̟ l ə	1049
71	Felde	p͡fɛlth	1	Herbornseelbach	p͡f ɛ l th	1049
72	Felde	fɛlth	1	Rosswein	f ɛ l th	1049
73	Felde	p͡fɛlɛ̠	1	Mörshausen	p͡f ɛ l ɛ̠	1049
74	Felde	‿p͡fel̠th	1	Schönbeck	p͡f e l̠ th	1049
75	Felde	fɛ→ɪt‿	1	Peterskirchen	f ɛ→ɪ t	1049
76	Felde	‿p͡fɛɭt	1	Falkenthal	p͡f ɛ ɭ t	1049
77	Felde	‿fæːln	1	Hammah	f æː l n	1049
78	Felde	‿p͡ffœ̣ʿlœ̠	1	Brelingen	p͡f f œ̣ʿ l œ̠	1049
79	Felde	fɑ̟ɫt	1	Unterellen	f ɑ̟ ɫ t	1049
80	Felde	vɑ̟ːɫ‿	1	Unterellen	v ɑ̟ː ɫ	1049
81	Felde	‿vɛldə	1	Schmannewitz	v ɛ l d ə	1049
82	Felde	‿p͡fɛ̣lɐ̟	1	Wasbüttel	p͡f ɛ̣ l ɐ̟	1049
83	Felde	‿p͡fɛl̠ə̟	1	Wernigerode	p͡f ɛ l̠ ə̟	1049
84	Felde	‿p̰͡fɛɫd‿	1	Jürgenshagen	p̰͡f ɛ ɫ d	1049
85	Felde	p͡fɛɭːdə	1	Hundisburg	p͡f ɛ ɭː d ə	1049
86	Felde	fɛ̠ʾl̠tʼ	1	Jeetzel	f ɛ̠ʾ l̠ tʼ	1049
87	Felde	fɛːlt̪h	1	Aachen	f ɛː l t̪h	1049
88	Felde	fɛ͡ɛ̠l̠th	1	Frohnhausen	f ɛ͡ɛ̠ l̠ th	1049
89	Felde	p͡fœʿlə̜ʾ‿	1	Bremscheid	p͡f œʿ l ə̜ʾ	1049
90	Felde	‿v̰͡fæ̣ltʼ	1	Borstendorf	v̰͡f æ̣ l tʼ	1049
91	Felde	fɛl̠th	1	Grünlichtenberg	f ɛ l̠ th	1049
92	Felde	‿fɑ̟lə̤̃	1	Grosswechsungen	f ɑ̟ l ə̤̃	1049
93	Felde	fɛ̠lə	1	Eversen	f ɛ̠ l ə	1049
94	Felde	fal̠ːth	1	Gornsdorf	f a l̠ː th	1049
95	Felde	fɛɫd‿	1	Köln	f ɛ ɫ d	1049
96	Felde	p͡fɛʾltʰ‿	1	GrossJamno	p͡f ɛʾ l tʰ	1049
97	Felde	‿p͡fɛ̜ɫtʼ	1	Odenspiel	p͡f ɛ̜ ɫ tʼ	1049
98	Felde	p̰͡fɛ̣lə	1	Herdecke	p̰͡f ɛ̣ l ə	1049
99	Felde	‿fæ̣ːld‿	1	Winterspelt	f æ̣ː l d	1049
100	Felde	p̰͡fɛl̠ːtʼ	1	Altwarp	p̰͡f ɛ l̠ː tʼ	1049
101	Felde	‿p͡fɛl̠th	1	Ruhlsdorf	p͡f ɛ l̠ th	1049
102	Felde	fæ̣ʾl̠ə	1	Röhrda	f æ̣ʾ l̠ ə	1049
103	Felde	‿feld̠‿	1	Ungstein	f e l d̠	1049
104	Felde	fɑʾlth	1	Clausthal(Zf)	f ɑʾ l th	1049
105	Felde	fɛɭt	1	Einöllen	f ɛ ɭ t	1049
106	Felde	fɛlə	1	Warpe	f ɛ l ə	1049
107	Felde	‿p͡fɛl̠d̪‿	1	Landgrafroda	p͡f ɛ l̠ d̪	1049
108	Felde	p̰͡fœlə	1	Dreeke	p̰͡f œ l ə	1049
109	Felde	p̰͡fɛ̣lə	1	Stöcken	p̰͡f ɛ̣ l ə	1049
110	Felde	‿p͡fɛɭtʰ	1	KirchKogel	p͡f ɛ ɭ tʰ	1049
111	Felde	fɛːʎth	1	Hohwacht(Os)	f ɛː ʎ th	1049
#
20996	Feuer	fɔ̣→ɪ͡ɪɐ	135	Schraden	f ɔ̣→ɪ͡ɪ ɐ	1051
20997	Feuer	fujɑ̟	135	Ahrbergen	f u j ɑ̟	1051
20998	Feuer	fiə̠	135	Hönebach	f i ə̠	1051
20999	Feuer	fɛ→ɪəɾ	135	Burgrieden	f ɛ→ɪ ə ɾ	1051
21000	Feuer	fa→ɪə	135	Maxweiler	f a→ɪ ə	1051
21001	Feuer	‿ɸo̜ʿ→ɪ͡ɪɐʾ‿	135	Gornsdorf	ɸ o̜ʿ→ɪ͡ɪ ɐʾ	1051
21002	Feuer	fɐ̟→ɪə̜	135	Hartenstein	f ɐ̟→ɪ ə̜	1051
21003	Feuer	føː→ə̜	135	Wüllen	f øː→ə̜	1051
21004	Feuer	‿fyː→ə	135	Jesteburg	f yː→ə	1051
21005	Feuer	fʰyː→ə	135	Jesteburg	fʰ yː→ə	1051
21006	Feuer	fʌ→ɪə̜‿	135	Oberwürzbach	f ʌ→ɪ ə̜	1051
21007	Feuer	fʌ→ɪ͡ɪɐ	135	Grünlichtenberg	f ʌ→ɪ͡ɪ ɐ	1051
21008	Feuer	fɐ→ɪə̜	135	Eschelbronn	f ɐ→ɪ ə̜	1051
21009	Feuer	fyː→ə	135	Holmkjer	f yː→ə	1051
21010	Feuer	‿fyːə̟ʾ	135	Jürgenshagen	f yː ə̟ʾ	1051
21011	Feuer	‿fa̠→ɪ͡ɪ→a̠	135	Einöllen	f a̠→ɪ͡ɪ→a̠	1051
21012	Feuer	fə̜→wə‿	135	Siebenbach	f ə̜→w ə	1051
21013	Feuer	fɐ̠→ɪɛ	135	Niederasphe	f ɐ̠→ɪ ɛ	1051
21014	Feuer	fyʿːjəʾ	135	Hagen	f yʿː j əʾ	1051
21015	Feuer	‿fy→ə̠	135	Eversen	f y→ə̠	1051
21016	Feuer	fy̜œ̠	135	Schönbeck	f y̜ œ̠	1051
21017	Feuer	fy→ə	135	KirchKogel	f y→ə	1051
21018	Feuer	fy→əʾ‿	135	Kuhstedt	f y→əʾ	1051
21019	Feuer	fɔ→ɪə̰	135	Volkershausen	f ɔ→ɪ ə̰	1051
21020	Feuer	fɐ̟→ɪ̜ə̜	135	Pielenhofen	f ɐ̟→ɪ̜ ə̜	1051
21021	Feuer	ɸa̠→ɪa̠	135	Osterfeld	ɸ a̠→ɪ a̠	1051
21022	Feuer	ɸɐ̣ʾ→ɪəɾ‿	135	Weyhers	ɸ ɐ̣ʾ→ɪ ə ɾ	1051
21023	Feuer	fiəʾʁ	135	Wieda	f i əʾ ʁ	1051
21024	Feuer	fa̠→ɪɑ̃ʾ	135	Theuma	f a̠→ɪ ɑ̃ʾ	1051
21025	Feuer	‿fyːə	135	Haddorf	f yː ə	1051
21026	Feuer	fy→əʾ	135	Gresenhorst	f y→əʾ	1051
21027	Feuer	‿ɸɑ̟→ɪjɐ̤	135	Gerbstedt	ɸ ɑ̟→ɪ j ɐ̤	1051
21028	Feuer	fɤ→ɪ͡ɪ→əɻ	135	Wehrsdorf	f ɤ→ɪ͡ɪ→ə ɻ	1051
21029	Feuer	fɤ→ɪə̜	135	Niedernhausen	f ɤ→ɪ ə̜	1051
21030	Feuer	fe̜ːəɾ‿	135	Schnepfenbach	f e̜ː ə ɾ	1051
21031	Feuer	fʊ→ɪɾ̥	135	Iggingen	f ʊ→ɪ ɾ̥	1051
21032	Feuer	fyːəʾ	135	Herzfeld	f yː əʾ	1051
21033	Feuer	fæ→ɪə	135	Schachach	f æ→ɪ ə	1051
21034	Feuer	‿fʏ→ə̠‿	135	Wentorf(Sand)	f ʏ→ə̠	1051
21035	Feuer	‿fạ→ɪə	135	Maibrunn	f ạ→ɪ ə	1051
21036	Feuer	fɪ̣→ə̜	135	Rosenthal	f ɪ̣→ə̜	1051
21037	Feuer	fuːjɐ	135	Valdorf	f uː j ɐ	1051
21038	Feuer	ɸʌ→ɪjɐ	135	Jacobsdorf	ɸ ʌ→ɪ j ɐ	1051
21039	Feuer	fyə	135	Hohenkörben	f y ə	1051
21040	Feuer	fɑ̟→ɪə	135	Weidenbach	f ɑ̟→ɪ ə	1051
21041	Feuer	fy̜ːə̜	135	Aachen	f y̜ː ə̜	1051
21042	Feuer	fæ̣→ɪ͡ɪa̠	135	Ruhlsdorf	f æ̣→ɪ͡ɪ a̠	1051
21043	Feuer	fʏːɾ	135	Tann(Rhön)	f ʏː ɾ	1051
21044	Feuer	fɤ→ɪə̜	135	Frohnhausen	f ɤ→ɪ ə̜	1051
21045	Feuer	fy→øs	135	Verchen	f y→ø s	1051
21046	Feuer	fɐ→ɪəɾ	135	Altentrüdin	f ɐ→ɪ ə ɾ	1051
21047	Feuer	fy→ə̜	135	Wemb	f y→ə̜	1051
21048	Feuer	fyːəʾ	135	Falkenthal	f yː əʾ	1051
21049	Feuer	fi̜ːɾ‿	135	Orferode	f i̜ː ɾ	1051
21050	Feuer	ɸ͡fy→ə	135	Bennin	ɸ͡f y→ə	1051
21051	Feuer	fɐ→ʊə	135	Mastershausen	f ɐ→ʊ ə	1051
21052	Feuer	fʏ̣ː→ə	135	Barssel	f ʏ̣ː→ə	1051
21053	Feuer	fyːəʾ	135	Oiste	f yː əʾ	1051
21054	Feuer	fʏ̣ʁ̰	135	Grossenwiehe	f ʏ̣ ʁ̰	1051
21055	Feuer	fɐ̣→ɪəɾ	135	Billingsbach	f ɐ̣→ɪ ə ɾ	1051
21056	Feuer	fạ→ɪə̜	135	Pöttmes	f ạ→ɪ ə̜	1051
21057	Feuer	fy̜o̠	135	Hundisburg	f y̜ o̠	1051
21058	Feuer	fɐ→ɪə˻	135	Oberau	f ɐ→ɪ ə˻	1051
21059	Feuer	fɐ→ʊəɹ	135	Herbornseelbach	f ɐ→ʊ ə ɹ	1051
21060	Feuer	fyːəʾ	135	GrossMohrdorf	f yː əʾ	1051
21061	Feuer	fọʿ→ɪə̜	135	Adorf	f ọʿ→ɪ ə̜	1051
21062	Feuer	fy̜ː→ə̜	135	Bardenfleth	f y̜ː→ə̜	1051
21063	Feuer	fɛ→ɪəx	135	Oberhomberg	f ɛ→ɪ ə x	1051
21064	Feuer	fɤ→ɪə˻	135	Kemmern	f ɤ→ɪ ə˻	1051
21065	Feuer	fyːə̰‿	135	Engter	f yː ə̰	1051
21066	Feuer	fa→ɪə̜	135	Gelting	f a→ɪ ə̜	1051
21067	Feuer	fɤ→ɪəɾ	135	Wittelsberg	f ɤ→ɪ ə ɾ	1051
21068	Feuer	‿fiːɐ	135	Unterellen	f iː ɐ	1051
21069	Feuer	‿fy̜ː→ə	135	Huddestorf	f y̜ː→ə	1051
21070	Feuer	‿fiə̠ʾ	135	Mörshausen	f i ə̠ʾ	1051
21071	Feuer	fɤ→ɪɐ	135	Ungstein	f ɤ→ɪ ɐ	1051
21072	Feuer	fɐ̟→ɪɐ	135	Oberviehbach	f ɐ̟→ɪ ɐ	1051
21073	Feuer	fə→ɪə̜	135	Lohra	f ə→ɪ ə̜	1051
21074	Feuer	fa→ɪə̜	135	Nürnberg	f a→ɪ ə̜	1051
21075	Feuer	fyːx̰	135	Horheim	f yː x̰	1051
21076	Feuer	ɸạ→ɪ͡ɪɐ	135	NeuSchadow	ɸ ạ→ɪ͡ɪ ɐ	1051
21077	Feuer	fyːɐʾ	135	Engelsbach	f yː ɐʾ	1051
21078	Feuer	‿fy→əʾ	135	Helmers	f y→əʾ	1051
21079	Feuer	fɔ→ɪjɐʾ	135	Linz	f ɔ→ɪ j ɐʾ	1051
21080	Feuer	‿fo̜ʿ→ɪ͡ɪɔ̟	135	Borstendorf	f o̜ʿ→ɪ͡ɪ ɔ̟	1051
21081	Feuer	fɐ→ʊə̜	135	Offdilln	f ɐ→ʊ ə̜	1051
21082	Feuer	‿fy̠ː→ə	135	Ohrdorf	f y̠ː→ə	1051
21083	Feuer	‿ɸ̰͡fyːə̠	135	Hammah	ɸ̰͡f yː ə̠	1051
21084	Feuer	fu̜jəʾ	135	Hesselteich	f u̜ j əʾ	1051
21085	Feuer	fɐ→ɪə	135	Ensheim	f ɐ→ɪ ə	1051
21086	Feuer	fyː→ə̜	135	Hohwacht(Os)	f yː→ə̜	1051
21087	Feuer	fa̠→ɪ̣ɛ	135	Dexbach	f a̠→ɪ̣ ɛ	1051
21088	Feuer	‿fi→ə̟	135	Wasbüttel	f i→ə̟	1051
21089	Feuer	p͡fiəɹ̰‿	135	Wernigerode	p͡f i ə ɹ̰	1051
21090	Feuer	fɪ̣ːɾ	135	Schömberg	f ɪ̣ː ɾ	1051
21091	Feuer	fyə̜	135	Wasbek	f y ə̜	1051
21092	Feuer	fyœ̠	135	Mirow	f y œ̠	1051
21093	Feuer	fi͡ə	135	Seelbach	f i͡ə	1051
21094	Feuer	fɑ̟→ə̣ə̜	135	Ulbering	f ɑ̟→ə̣ ə̜	1051
21095	Feuer	fɤ→ɪə˻	135	Docelles	f ɤ→ɪ ə˻	1051
21096	Feuer	‿fɛ̣→ɪɐʾ	135	Winterspelt	f ɛ̣→ɪ ɐʾ	1051
21097	Feuer	fy̜ːə	135	Stöcken	f y̜ː ə	1051
21098	Feuer	‿fa→ɪ͡ɪə‿	135	Hermannsreuth	f a→ɪ͡ɪ ə	1051
21099	Feuer	fyəʾ	135	Bonn	f y əʾ	1051
21100	Feuer	fʏə	135	Köln	f ʏ ə	1051
21101	Feuer	‿fɐ→ʊə̠ʾ	135	Hartenfels	f ɐ→ʊ ə̠ʾ	1051
21102	Feuer	fỵ→ɐ	135	Jeetzel	f ỵ→ɐ	1051
21103	Feuer	fɐ̟→ɪə	135	Langenbruck	f ɐ̟→ɪ ə	1051
21104	Feuer	‿fyːø͡ø̜	135	Herdecke	f yːø͡ø̜	1051
21105	Feuer	fɛ̣→ɪjə̠	135	Herdecke	f ɛ̣→ɪ j ə̠	1051
21106	Feuer	fiɑ̟̃	135	Grosswechsungen	f i ɑ̟̃	1051
21107	Feuer	fɤ→ɪər	135	Freden	f ɤ→ɪ ə r	1051
